Date,Open,High,Low,Close,GDP,Unemployment Rate,Interest Rate,M2 Money Supply,Inflation
2008-12-23,1542.12,1548.42,1512.84,1521.54,14608.209,7.3,1.0,8205.0,2.614507
2008-12-24,1521.99,1527.21,1516.27,1524.9,14608.209,7.3,1.0,8205.0,2.614507
2008-12-26,1529.96,1531.7,1519.1,1530.24,14608.209,7.3,1.0,8205.0,2.614507
2008-12-29,1530.02,1530.79,1493.45,1510.32,14608.209,7.3,1.0,8205.0,2.614507
2008-12-30,1519.78,1550.7,1517.31,1550.7,14608.209,7.3,1.0,8205.0,2.614507
2008-12-31,1551.13,1586.76,1548.93,1577.03,14608.209,7.3,1.0,8205.0,2.614507
2009-01-02,1579.19,1635.83,1572.04,1632.21,14430.902,7.8,1.0,8289.4,2.535975
2009-01-05,1626.19,1640.43,1604.83,1628.03,14430.902,7.8,1.0,8289.4,2.535975
2009-01-06,1642.74,1665.56,1636.26,1652.38,14430.902,7.8,1.0,8289.4,2.535975
2009-01-07,1622.38,1625.22,1588.25,1599.06,14430.902,7.8,1.0,8289.4,2.535975
2009-01-08,1592.44,1617.01,1584.3,1617.01,14430.902,7.8,1.0,8289.4,2.535975
2009-01-09,1618.5,1617.05,1570.46,1571.59,14430.902,7.8,1.0,8289.4,2.535975
2009-01-12,1572.41,1573.45,1528.17,1538.79,14430.902,7.8,1.0,8289.4,2.535975
2009-01-13,1535.15,1557.56,1527.49,1546.46,14430.902,7.8,1.0,8289.4,2.535975
2009-01-14,1521.33,1528.5,1485.32,1489.64,14430.902,7.8,0.5,8289.4,2.535975
2009-01-15,1485.66,1521.53,1456.73,1511.84,14430.902,7.8,0.5,8289.4,2.535975
2009-01-16,1534.91,1538.44,1490.72,1529.33,14430.902,7.8,0.5,8289.4,2.535975
2009-01-20,1518.07,1521.56,1440.86,1440.86,14430.902,7.8,0.5,8289.4,2.535975
2009-01-21,1464.33,1507.41,1444.9,1507.07,14430.902,7.8,0.5,8289.4,2.535975
2009-01-22,1469.04,1492.43,1444.2,1465.49,14430.902,7.8,0.5,8289.4,2.535975
2009-01-23,1441.5,1495.22,1434.21,1477.29,14430.902,7.8,0.5,8289.4,2.535975
2009-01-26,1479.23,1514.24,1470.82,1489.46,14430.902,7.8,0.5,8289.4,2.535975
2009-01-27,1496.9,1513.1,1488.82,1504.9,14430.902,7.8,0.5,8289.4,2.535975
2009-01-28,1532.52,1567.56,1530.37,1558.34,14430.902,7.8,0.5,8289.4,2.535975
2009-01-29,1537.19,1537.47,1505.92,1507.84,14430.902,7.8,0.5,8289.4,2.535975
2009-01-30,1517.56,1523.27,1472.56,1476.42,14430.902,7.8,0.5,8289.4,2.535975
2009-02-02,1462.67,1502.59,1460.85,1494.43,14430.902,8.3,0.5,8319.6,2.54257
2009-02-03,1499.07,1521.09,1479.78,1516.3,14430.902,8.3,0.5,8319.6,2.54257
2009-02-04,1516.53,1549.44,1508.88,1515.05,14430.902,8.3,0.5,8319.6,2.54257
2009-02-05,1498.8,1554.33,1495.59,1546.24,14430.902,8.3,0.5,8319.6,2.54257
2009-02-06,1548.73,1594.16,1546.13,1591.71,14430.902,8.3,0.5,8319.6,2.54257
2009-02-09,1589.99,1597.86,1576.17,1591.56,14430.902,8.3,0.5,8319.6,2.54257
2009-02-10,1577.87,1598.35,1521.16,1524.73,14430.902,8.3,0.5,8319.6,2.54257
2009-02-11,1529.63,1542.64,1509.48,1530.5,14430.902,8.3,0.5,8319.6,2.54257
2009-02-12,1507.92,1542.1,1495.87,1541.71,14430.902,8.3,0.5,8319.6,2.54257
2009-02-13,1540.06,1552.57,1530.16,1534.36,14430.902,8.3,0.5,8319.6,2.54257
2009-02-17,1492.32,1492.57,1467.85,1470.66,14430.902,8.3,0.5,8319.6,2.54257
2009-02-18,1479.69,1487.83,1454.55,1467.97,14430.902,8.3,0.5,8319.6,2.54257
2009-02-19,1480.84,1484.83,1442.78,1442.82,14430.902,8.3,0.5,8319.6,2.54257
2009-02-20,1429.68,1453.04,1417.04,1441.23,14430.902,8.3,0.5,8319.6,2.54257
2009-02-23,1447.8,1452.58,1386.86,1387.72,14430.902,8.3,0.5,8319.6,2.54257
2009-02-24,1393.57,1445.07,1395.23,1441.83,14430.902,8.3,0.5,8319.6,2.54257
2009-02-25,1431.11,1453.59,1404.6,1425.43,14430.902,8.3,0.5,8319.6,2.54257
2009-02-26,1438.37,1444.52,1391.47,1391.47,14430.902,8.3,0.5,8319.6,2.54257
2009-02-27,1371.53,1401.63,1372.44,1377.84,14430.902,8.3,0.5,8319.6,2.54257
2009-03-02,1355.35,1371.91,1322.29,1322.85,14430.902,8.7,0.5,8386.7,2.437701
2009-03-03,1337.16,1346.81,1313.09,1321.01,14430.902,8.7,0.5,8386.7,2.437701
2009-03-04,1342.15,1370.09,1333.88,1353.74,14430.902,8.7,0.5,8386.7,2.437701
2009-03-05,1332.3,1342.68,1298.74,1299.59,14430.902,8.7,0.5,8386.7,2.437701
2009-03-06,1306.25,1320.5,1268.6,1293.85,14430.902,8.7,0.0,8386.7,2.437701
2009-03-09,1281.98,1315.58,1265.62,1268.64,14430.902,8.7,0.0,8386.7,2.437701
2009-03-10,1293.67,1358.28,1288.95,1358.28,14430.902,8.7,0.0,8386.7,2.437701
2009-03-11,1366.07,1385.2,1352.6,1371.64,14430.902,8.7,0.0,8386.7,2.437701
2009-03-12,1367.33,1427.45,1355.21,1426.1,14430.902,8.7,0.0,8386.7,2.437701
2009-03-13,1430.94,1433.97,1408.29,1431.5,14430.902,8.7,0.0,8386.7,2.437701
2009-03-16,1442.94,1445.27,1403.05,1404.02,14430.902,8.7,0.0,8386.7,2.437701
2009-03-17,1408.2,1462.11,1405.43,1462.11,14430.902,8.7,0.0,8386.7,2.437701
2009-03-18,1456.11,1506.61,1448.68,1491.22,14430.902,8.7,0.0,8386.7,2.437701
2009-03-19,1509.44,1509.06,1475.52,1483.48,14430.902,8.7,0.0,8386.7,2.437701
2009-03-20,1495.33,1501.57,1448.9,1457.27,14430.902,8.7,0.0,8386.7,2.437701
2009-03-23,1489.55,1555.77,1482.18,1555.77,14430.902,8.7,0.0,8386.7,2.437701
2009-03-24,1535.13,1546.14,1515.78,1516.52,14430.902,8.7,0.0,8386.7,2.437701
2009-03-25,1524.74,1554.02,1488.31,1528.95,14430.902,8.7,0.0,8386.7,2.437701
2009-03-26,1549.06,1587.0,1545.21,1587.0,14430.902,8.7,0.0,8386.7,2.437701
2009-03-27,1562.51,1569.14,1543.51,1545.2,14430.902,8.7,0.0,8386.7,2.437701
2009-03-30,1516.04,1516.86,1485.09,1501.8,14430.902,8.7,0.0,8386.7,2.437701
2009-03-31,1519.96,1554.34,1518.09,1528.59,14430.902,8.7,0.0,8386.7,2.437701
2009-04-01,1505.89,1552.91,1498.63,1551.6,14381.236,9.0,0.0,8391.4,2.359914
2009-04-02,1579.98,1623.31,1577.04,1602.63,14381.236,9.0,0.0,8391.4,2.359914
2009-04-03,1611.79,1621.87,1593.12,1621.87,14381.236,9.0,0.0,8391.4,2.359914
2009-04-06,1601.25,1607.47,1580.66,1606.71,14381.236,9.0,0.0,8391.4,2.359914
2009-04-07,1584.19,1587.99,1559.5,1561.61,14381.236,9.0,0.0,8391.4,2.359914
2009-04-08,1576.06,1595.9,1567.28,1590.66,14381.236,9.0,0.0,8391.4,2.359914
2009-04-09,1619.09,1652.54,1616.59,1652.54,14381.236,9.0,0.0,8391.4,2.359914
2009-04-13,1640.29,1660.78,1630.69,1653.31,14381.236,9.0,0.0,8391.4,2.359914
2009-04-14,1639.61,1651.2,1618.12,1625.72,14381.236,9.0,0.0,8391.4,2.359914
2009-04-15,1613.08,1627.63,1599.37,1626.8,14381.236,9.0,0.0,8391.4,2.359914
2009-04-16,1645.96,1676.17,1628.13,1670.44,14381.236,9.0,0.0,8391.4,2.359914
2009-04-17,1672.08,1682.2,1653.86,1673.07,14381.236,9.0,0.0,8391.4,2.359914
2009-04-20,1640.23,1643.22,1606.89,1608.21,14381.236,9.0,0.0,8391.4,2.359914
2009-04-21,1600.28,1643.85,1599.03,1643.85,14381.236,9.0,0.0,8391.4,2.359914
2009-04-22,1631.05,1679.79,1625.73,1646.12,14381.236,9.0,0.0,8391.4,2.359914
2009-04-23,1654.81,1654.71,1626.02,1652.21,14381.236,9.0,0.0,8391.4,2.359914
2009-04-24,1669.05,1702.5,1657.54,1694.29,14381.236,9.0,0.0,8391.4,2.359914
2009-04-27,1671.21,1700.49,1671.25,1679.41,14381.236,9.0,0.0,8391.4,2.359914
2009-04-28,1663.68,1690.04,1661.53,1673.81,14381.236,9.0,0.0,8391.4,2.359914
2009-04-29,1689.32,1726.68,1687.31,1711.94,14381.236,9.0,0.0,8391.4,2.359914
2009-04-30,1735.01,1753.48,1710.15,1717.3,14381.236,9.0,0.0,8391.4,2.359914
2009-05-01,1719.07,1728.03,1703.55,1719.2,14381.236,9.4,0.0,8449.5,2.273815
2009-05-04,1736.7,1763.56,1729.73,1763.56,14381.236,9.4,0.0,8449.5,2.273815
2009-05-05,1757.4,1759.1,1735.38,1754.12,14381.236,9.4,0.0,8449.5,2.273815
2009-05-06,1769.56,1770.06,1730.97,1759.1,14381.236,9.4,0.0,8449.5,2.273815
2009-05-07,1772.45,1772.9,1702.6,1716.24,14381.236,9.4,0.0,8449.5,2.273815
2009-05-08,1734.41,1747.09,1711.31,1739.0,14381.236,9.4,0.0,8449.5,2.273815
2009-05-11,1715.52,1747.9,1706.18,1731.24,14381.236,9.4,0.0,8449.5,2.273815
2009-05-12,1742.28,1743.42,1696.24,1715.92,14381.236,9.4,0.0,8449.5,2.273815
2009-05-13,1696.36,1697.76,1664.19,1664.19,14381.236,9.4,0.0,8449.5,2.273815
2009-05-14,1670.34,1701.12,1667.96,1689.21,14381.236,9.4,0.0,8449.5,2.273815
2009-05-15,1688.56,1703.42,1676.68,1680.14,14381.236,9.4,0.0,8449.5,2.273815
2009-05-18,1696.76,1732.36,1689.63,1732.36,14381.236,9.4,0.0,8449.5,2.273815
2009-05-19,1727.32,1749.97,1720.06,1734.54,14381.236,9.4,0.0,8449.5,2.273815
2009-05-20,1746.58,1767.43,1722.58,1727.84,14381.236,9.4,0.0,8449.5,2.273815
2009-05-21,1710.59,1718.37,1677.83,1695.25,14381.236,9.4,0.0,8449.5,2.273815
2009-05-22,1702.1,1711.93,1682.31,1692.01,14381.236,9.4,0.0,8449.5,2.273815
2009-05-26,1678.63,1751.41,1677.72,1750.43,14381.236,9.4,0.0,8449.5,2.273815
2009-05-27,1747.62,1768.19,1728.99,1731.08,14381.236,9.4,0.0,8449.5,2.273815
2009-05-28,1743.54,1754.88,1714.97,1751.79,14381.236,9.4,0.0,8449.5,2.273815
2009-05-29,1759.23,1774.33,1743.0,1774.33,14381.236,9.4,0.0,8449.5,2.273815
2009-06-01,1796.09,1833.18,1792.8,1828.68,14381.236,9.5,0.0,8459.5,2.078064
2009-06-02,1821.22,1846.65,1815.83,1836.8,14381.236,9.5,0.0,8459.5,2.078064
2009-06-03,1825.6,1828.09,1806.51,1825.92,14381.236,9.5,0.0,8459.5,2.078064
2009-06-04,1829.84,1850.04,1825.62,1850.02,14381.236,9.5,0.0,8459.5,2.078064
2009-06-05,1864.02,1865.95,1834.63,1849.42,14381.236,9.5,0.0,8459.5,2.078064
2009-06-08,1836.87,1857.8,1818.59,1842.4,14381.236,9.5,0.0,8459.5,2.078064
2009-06-09,1850.48,1869.52,1846.26,1860.13,14381.236,9.5,0.0,8459.5,2.078064
2009-06-10,1872.01,1872.7,1827.61,1853.08,14381.236,9.5,0.0,8459.5,2.078064
2009-06-11,1854.75,1879.92,1854.75,1862.37,14381.236,9.5,0.0,8459.5,2.078064
2009-06-12,1852.43,1858.8,1833.39,1858.8,14381.236,9.5,0.0,8459.5,2.078064
2009-06-15,1837.94,1838.33,1803.07,1816.38,14381.236,9.5,0.0,8459.5,2.078064
2009-06-16,1825.2,1831.18,1795.55,1796.18,14381.236,9.5,0.0,8459.5,2.078064
2009-06-17,1799.22,1824.2,1785.34,1808.06,14381.236,9.5,0.0,8459.5,2.078064
2009-06-18,1809.04,1816.6,1795.74,1807.72,14381.236,9.5,0.0,8459.5,2.078064
2009-06-19,1824.99,1837.58,1817.07,1827.47,14381.236,9.5,0.0,8459.5,2.078064
2009-06-22,1809.53,1810.58,1765.85,1766.19,14381.236,9.5,0.0,8459.5,2.078064
2009-06-23,1771.42,1777.58,1753.78,1764.92,14381.236,9.5,0.0,8459.5,2.078064
2009-06-24,1780.88,1807.08,1780.25,1792.34,14381.236,9.5,0.0,8459.5,2.078064
2009-06-25,1783.19,1829.67,1779.18,1829.54,14381.236,9.5,0.0,8459.5,2.078064
2009-06-26,1819.16,1840.98,1816.84,1838.22,14381.236,9.5,0.0,8459.5,2.078064
2009-06-29,1842.09,1854.09,1825.03,1844.06,14381.236,9.5,0.0,8459.5,2.078064
2009-06-30,1845.47,1854.69,1824.95,1835.04,14381.236,9.5,0.0,8459.5,2.078064
2009-07-01,1846.12,1861.62,1843.79,1845.72,14448.882,9.5,0.0,8463.8,1.910212
2009-07-02,1823.69,1823.91,1795.95,1796.52,14448.882,9.5,0.0,8463.8,1.910212
2009-07-06,1783.5,1793.42,1770.11,1787.4,14448.882,9.5,0.0,8463.8,1.910212
2009-07-07,1787.44,1788.97,1745.38,1746.17,14448.882,9.5,0.0,8463.8,1.910212
2009-07-08,1756.0,1757.67,1727.05,1747.17,14448.882,9.5,0.0,8463.8,1.910212
2009-07-09,1756.97,1763.63,1747.44,1752.55,14448.882,9.5,0.0,8463.8,1.910212
2009-07-10,1744.61,1764.11,1738.26,1756.03,14448.882,9.5,0.0,8463.8,1.910212
2009-07-13,1761.03,1793.21,1736.95,1793.21,14448.882,9.5,0.0,8463.8,1.910212
2009-07-14,1790.7,1800.73,1782.85,1799.73,14448.882,9.5,0.0,8463.8,1.910212
2009-07-15,1827.61,1863.29,1824.31,1862.9,14448.882,9.5,0.0,8463.8,1.910212
2009-07-16,1856.05,1887.89,1854.7,1885.03,14448.882,9.5,0.0,8463.8,1.910212
2009-07-17,1880.31,1887.34,1873.81,1886.61,14448.882,9.5,0.0,8463.8,1.910212
2009-07-20,1896.99,1909.89,1890.0,1909.29,14448.882,9.5,0.0,8463.8,1.910212
2009-07-21,1917.39,1917.46,1892.17,1916.2,14448.882,9.5,0.0,8463.8,1.910212
2009-07-22,1908.83,1934.61,1907.25,1926.38,14448.882,9.5,0.0,8463.8,1.910212
2009-07-23,1924.96,1979.34,1924.77,1973.6,14448.882,9.5,0.0,8463.8,1.910212
2009-07-24,1943.23,1966.26,1937.64,1965.96,14448.882,9.5,0.0,8463.8,1.910212
2009-07-27,1964.62,1971.38,1946.95,1967.89,14448.882,9.5,0.0,8463.8,1.910212
2009-07-28,1957.26,1978.43,1947.89,1975.51,14448.882,9.5,0.0,8463.8,1.910212
2009-07-29,1965.32,1970.65,1953.36,1967.76,14448.882,9.5,0.0,8463.8,1.910212
2009-07-30,1986.21,2009.81,1980.08,1984.3,14448.882,9.5,0.0,8463.8,1.910212
2009-07-31,1980.72,1995.05,1977.65,1978.5,14448.882,9.5,0.0,8463.8,1.910212
2009-08-03,1998.35,2008.61,1985.88,2008.61,14448.882,9.6,0.0,8463.3,1.757047
2009-08-04,1996.38,2015.59,1993.74,2011.31,14448.882,9.6,0.0,8463.3,1.757047
2009-08-05,2014.45,2014.45,1980.68,1993.05,14448.882,9.6,0.0,8463.3,1.757047
2009-08-06,1999.21,2004.37,1967.68,1973.16,14448.882,9.6,0.0,8463.3,1.757047
2009-08-07,1997.0,2012.33,1984.5,2000.25,14448.882,9.6,0.0,8463.3,1.757047
2009-08-10,1991.44,1999.55,1979.39,1992.24,14448.882,9.6,0.0,8463.3,1.757047
2009-08-11,1985.06,1986.85,1962.08,1969.73,14448.882,9.6,0.0,8463.3,1.757047
2009-08-12,1970.95,2015.26,1970.25,1998.72,14448.882,9.6,0.0,8463.3,1.757047
2009-08-13,2009.27,2013.43,1986.87,2009.35,14448.882,9.6,0.0,8463.3,1.757047
2009-08-14,2005.79,2006.73,1969.68,1985.52,14448.882,9.6,0.0,8463.3,1.757047
2009-08-17,1949.23,1949.23,1929.64,1930.84,14448.882,9.6,0.0,8463.3,1.757047
2009-08-18,1940.55,1958.71,1935.33,1955.92,14448.882,9.6,0.0,8463.3,1.757047
2009-08-19,1933.39,1972.32,1931.91,1969.24,14448.882,9.6,0.0,8463.3,1.757047
2009-08-20,1967.57,1992.22,1965.69,1989.22,14448.882,9.6,0.0,8463.3,1.757047
2009-08-21,2000.15,2021.86,1994.33,2020.9,14448.882,9.6,0.0,8463.3,1.757047
2009-08-24,2026.11,2036.03,2012.0,2017.98,14448.882,9.6,0.0,8463.3,1.757047
2009-08-25,2025.59,2040.59,2019.17,2024.23,14448.882,9.6,0.0,8463.3,1.757047
2009-08-26,2021.3,2034.31,2013.52,2024.43,14448.882,9.6,0.0,8463.3,1.757047
2009-08-27,2021.31,2029.27,1993.03,2027.73,14448.882,9.6,0.0,8463.3,1.757047
2009-08-28,2050.53,2059.48,2017.42,2028.77,14448.882,9.6,0.0,8463.3,1.757047
2009-08-31,2011.14,2013.65,1997.53,2009.06,14448.882,9.6,0.0,8463.3,1.757047
2009-09-01,2001.3,2034.78,1965.48,1968.89,14448.882,9.8,0.0,8461.8,1.602846
2009-09-02,1960.07,1976.35,1958.51,1967.07,14448.882,9.8,0.0,8461.8,1.602846
2009-09-03,1975.85,1983.37,1958.04,1983.2,14448.882,9.8,0.0,8461.8,1.602846
2009-09-04,1986.98,2018.92,1982.05,2018.78,14448.882,9.8,0.0,8461.8,1.602846
2009-09-08,2034.74,2038.63,2023.03,2037.77,14448.882,9.8,0.0,8461.8,1.602846
2009-09-09,2038.92,2066.34,2033.47,2060.39,14448.882,9.8,0.0,8461.8,1.602846
2009-09-10,2059.48,2084.02,2055.49,2084.02,14448.882,9.8,0.0,8461.8,1.602846
2009-09-11,2083.34,2088.93,2070.02,2080.9,14448.882,9.8,0.0,8461.8,1.602846
2009-09-14,2066.15,2091.78,2065.8,2091.78,14448.882,9.8,0.0,8461.8,1.602846
2009-09-15,2090.33,2106.93,2086.16,2102.64,14448.882,9.8,0.0,8461.8,1.602846
2009-09-16,2110.06,2133.15,2102.86,2133.15,14448.882,9.8,0.0,8461.8,1.602846
2009-09-17,2129.42,2140.6,2118.5,2126.75,14448.882,9.8,0.0,8461.8,1.602846
2009-09-18,2134.85,2138.82,2120.7,2132.86,14448.882,9.8,0.0,8461.8,1.602846
2009-09-21,2121.34,2142.41,2118.48,2138.04,14448.882,9.8,0.0,8461.8,1.602846
2009-09-22,2150.02,2150.68,2137.39,2146.3,14448.882,9.8,0.0,8461.8,1.602846
2009-09-23,2152.43,2167.7,2130.34,2131.42,14448.882,9.8,0.0,8461.8,1.602846
2009-09-24,2140.06,2142.49,2097.1,2107.61,14448.882,9.8,0.0,8461.8,1.602846
2009-09-25,2095.84,2106.99,2085.35,2090.92,14448.882,9.8,0.0,8461.8,1.602846
2009-09-28,2101.92,2140.04,2101.43,2130.74,14448.882,9.8,0.0,8461.8,1.602846
2009-09-29,2131.67,2141.4,2116.63,2124.04,14448.882,9.8,0.0,8461.8,1.602846
2009-09-30,2131.3,2137.87,2092.3,2122.42,14448.882,9.8,0.0,8461.8,1.602846
2009-10-01,2111.77,2112.9,2057.48,2057.48,14651.249,10.0,0.0,8488.1,1.509202
2009-10-02,2040.84,2064.15,2040.73,2048.11,14651.249,10.0,0.0,8488.1,1.509202
2009-10-05,2056.52,2074.78,2049.04,2068.15,14651.249,10.0,0.0,8488.1,1.509202
2009-10-06,2080.4,2111.13,2079.49,2103.57,14651.249,10.0,0.0,8488.1,1.509202
2009-10-07,2099.06,2110.33,2095.94,2110.33,14651.249,10.0,0.0,8488.1,1.509202
2009-10-08,2124.69,2139.65,2116.06,2123.93,14651.249,10.0,0.0,8488.1,1.509202
2009-10-09,2120.0,2139.62,2118.04,2139.28,14651.249,10.0,0.0,8488.1,1.509202
2009-10-12,2145.63,2155.92,2128.39,2139.14,14651.249,10.0,0.0,8488.1,1.509202
2009-10-13,2138.7,2146.35,2128.44,2139.89,14651.249,10.0,0.0,8488.1,1.509202
2009-10-14,2165.83,2173.95,2157.48,2172.23,14651.249,10.0,0.0,8488.1,1.509202
2009-10-15,2164.33,2173.29,2158.29,2173.29,14651.249,10.0,0.0,8488.1,1.509202
2009-10-16,2164.73,2164.73,2142.88,2156.8,14651.249,10.0,0.0,8488.1,1.509202
2009-10-19,2162.41,2180.11,2150.42,2176.32,14651.249,10.0,0.0,8488.1,1.509202
2009-10-20,2180.43,2181.16,2151.77,2163.47,14651.249,10.0,0.0,8488.1,1.509202
2009-10-21,2160.78,2190.64,2148.41,2150.73,14651.249,10.0,0.0,8488.1,1.509202
2009-10-22,2146.72,2169.17,2130.7,2165.29,14651.249,10.0,0.0,8488.1,1.509202
2009-10-23,2186.64,2190.48,2149.35,2154.47,14651.249,10.0,0.0,8488.1,1.509202
2009-10-26,2158.81,2183.61,2136.92,2141.85,14651.249,10.0,0.0,8488.1,1.509202
2009-10-27,2144.15,2148.88,2110.91,2116.09,14651.249,10.0,0.0,8488.1,1.509202
2009-10-28,2103.36,2111.84,2057.4,2059.61,14651.249,10.0,0.0,8488.1,1.509202
2009-10-29,2077.04,2101.33,2071.3,2097.55,14651.249,10.0,0.0,8488.1,1.509202
2009-10-30,2091.56,2095.09,2040.21,2045.11,14651.249,10.0,0.0,8488.1,1.509202
2009-11-02,2047.42,2069.49,2024.27,2049.2,14651.249,9.9,0.0,8517.3,1.361569
2009-11-03,2034.09,2057.32,2031.25,2057.32,14651.249,9.9,0.0,8517.3,1.361569
2009-11-04,2067.56,2081.1,2053.0,2055.52,14651.249,9.9,0.0,8517.3,1.361569
2009-11-05,2078.83,2105.32,2075.61,2105.32,14651.249,9.9,0.0,8517.3,1.361569
2009-11-06,2089.49,2117.62,2088.24,2112.44,14651.249,9.9,0.0,8517.3,1.361569
2009-11-09,2128.46,2154.06,2128.15,2154.06,14651.249,9.9,0.0,8517.3,1.361569
2009-11-10,2147.24,2160.64,2141.27,2151.08,14651.249,9.9,0.0,8517.3,1.361569
2009-11-11,2166.53,2177.91,2155.25,2166.9,14651.249,9.9,0.0,8517.3,1.361569
2009-11-12,2166.98,2179.19,2145.83,2149.02,14651.249,9.9,0.0,8517.3,1.361569
2009-11-13,2156.68,2172.05,2145.92,2167.88,14651.249,9.9,0.0,8517.3,1.361569
2009-11-16,2177.31,2205.32,2177.0,2197.85,14651.249,9.9,0.0,8517.3,1.361569
2009-11-17,2190.12,2203.78,2185.55,2203.78,14651.249,9.9,0.0,8517.3,1.361569
2009-11-18,2199.87,2200.15,2180.17,2193.14,14651.249,9.9,0.0,8517.3,1.361569
2009-11-19,2176.37,2176.51,2141.59,2156.82,14651.249,9.9,0.0,8517.3,1.361569
2009-11-20,2145.07,2150.08,2137.06,2146.04,14651.249,9.9,0.0,8517.3,1.361569
2009-11-23,2168.95,2189.5,2168.77,2176.01,14651.249,9.9,0.0,8517.3,1.361569
2009-11-24,2174.69,2175.15,2155.22,2169.18,14651.249,9.9,0.0,8517.3,1.361569
2009-11-25,2174.0,2178.62,2170.06,2176.05,14651.249,9.9,0.0,8517.3,1.361569
2009-11-27,2115.96,2155.41,2113.99,2138.44,14651.249,9.9,0.0,8517.3,1.361569
2009-11-30,2135.93,2146.93,2120.7,2144.6,14651.249,9.9,0.0,8517.3,1.361569
2009-12-01,2162.23,2182.24,2162.23,2175.81,14651.249,9.9,0.0,8512.5,1.318775
2009-12-02,2178.51,2198.55,2177.82,2185.03,14651.249,9.9,0.0,8512.5,1.318775
2009-12-03,2190.42,2203.75,2172.04,2173.14,14651.249,9.9,0.0,8512.5,1.318775
2009-12-04,2203.75,2214.39,2169.66,2194.35,14651.249,9.9,0.0,8512.5,1.318775
2009-12-07,2191.35,2201.42,2183.13,2189.61,14651.249,9.9,0.0,8512.5,1.318775
2009-12-08,2174.72,2187.19,2160.43,2172.99,14651.249,9.9,0.0,8512.5,1.318775
2009-12-09,2170.02,2185.7,2155.96,2183.73,14651.249,9.9,0.0,8512.5,1.318775
2009-12-10,2194.9,2202.84,2187.08,2190.86,14651.249,9.9,0.0,8512.5,1.318775
2009-12-11,2200.96,2202.4,2179.51,2190.31,14651.249,9.9,0.0,8512.5,1.318775
2009-12-14,2202.31,2212.56,2193.2,2212.1,14651.249,9.9,0.0,8512.5,1.318775
2009-12-15,2203.54,2217.63,2197.76,2201.05,14651.249,9.9,0.0,8512.5,1.318775
2009-12-16,2210.35,2220.46,2203.33,2206.91,14651.249,9.9,0.0,8512.5,1.318775
2009-12-17,2193.5,2198.51,2178.05,2180.05,14651.249,9.9,0.0,8512.5,1.318775
2009-12-18,2197.57,2213.18,2190.69,2211.69,14651.249,9.9,0.0,8512.5,1.318775
2009-12-21,2224.04,2242.22,2222.56,2237.66,14651.249,9.9,0.0,8512.5,1.318775
2009-12-22,2242.61,2253.73,2241.33,2252.67,14651.249,9.9,0.0,8512.5,1.318775
2009-12-23,2257.21,2271.33,2253.67,2269.64,14651.249,9.9,0.0,8512.5,1.318775
2009-12-24,2273.95,2285.89,2273.4,2285.69,14651.249,9.9,0.0,8512.5,1.318775
2009-12-28,2290.04,2295.8,2280.56,2291.08,14651.249,9.9,0.0,8512.5,1.318775
2009-12-29,2293.94,2295.61,2286.57,2288.4,14651.249,9.9,0.0,8512.5,1.318775
2009-12-30,2284.56,2293.02,2279.0,2291.28,14651.249,9.9,0.0,8512.5,1.318775
2009-12-31,2292.92,2293.71,2269.11,2269.15,14651.249,9.9,0.0,8512.5,1.318775
2010-01-04,2294.41,2311.15,2291.9,2308.42,14764.61,9.8,0.0,8478.0,1.170764
2010-01-05,2307.27,2313.73,2295.62,2308.71,14764.61,9.8,0.0,8478.0,1.170764
2010-01-06,2307.71,2314.07,2295.68,2301.09,14764.61,9.8,0.0,8478.0,1.170764
2010-01-07,2298.09,2301.3,2285.22,2300.05,14764.61,9.8,0.0,8478.0,1.170764
2010-01-08,2292.24,2317.6,2290.61,2317.17,14764.61,9.8,0.0,8478.0,1.170764
2010-01-11,2324.78,2326.28,2302.21,2312.41,14764.61,9.8,0.0,8478.0,1.170764
2010-01-12,2297.28,2299.59,2272.7,2282.31,14764.61,9.8,0.0,8478.0,1.170764
2010-01-13,2289.46,2313.03,2274.12,2307.9,14764.61,9.8,0.0,8478.0,1.170764
2010-01-14,2303.31,2322.56,2302.11,2316.74,14764.61,9.8,0.0,8478.0,1.170764
2010-01-15,2316.98,2328.27,2279.2,2287.99,14764.61,9.8,0.0,8478.0,1.170764
2010-01-19,2291.02,2320.4,2289.95,2320.4,14764.61,9.8,0.0,8478.0,1.170764
2010-01-20,2304.31,2304.67,2268.68,2291.25,14764.61,9.8,0.0,8478.0,1.170764
2010-01-21,2298.23,2308.98,2259.82,2265.7,14764.61,9.8,0.0,8478.0,1.170764
2010-01-22,2255.76,2262.27,2200.37,2205.29,14764.61,9.8,0.0,8478.0,1.170764
2010-01-25,2220.29,2223.22,2201.17,2210.8,14764.61,9.8,0.0,8478.0,1.170764
2010-01-26,2203.44,2227.89,2195.44,2203.73,14764.61,9.8,0.0,8478.0,1.170764
2010-01-27,2200.3,2225.67,2192.59,2221.41,14764.61,9.8,0.0,8478.0,1.170764
2010-01-28,2220.31,2221.63,2166.9,2179.0,14764.61,9.8,0.0,8478.0,1.170764
2010-01-29,2198.26,2202.84,2140.34,2147.35,14764.61,9.8,0.0,8478.0,1.170764
2010-02-01,2155.81,2171.2,2152.26,2171.2,14764.61,9.8,0.0,8527.6,1.048684
2010-02-02,2171.66,2193.66,2161.47,2190.06,14764.61,9.8,0.0,8527.6,1.048684
